id,accommodates,bedrooms,beds,description,number_of_reviews,num_host_response_rate,num_price,cat_price
14216254,4,2.0,2.0,"My place is close to Metro Fitness, Vince's Market, and Supplements & Sundries. You’ll love my place because of the neighborhood, the kitchen, the light, and the comfy bed. My place is good for couples, solo adventurers, business travelers, and families (with kids)<br />Both bedrooms have Queen beds<br />There is off street parking for one car only (small , mid size no SUV<br /> This 2 bedroom 1 bathroom unit is part of a triplex in the heart of Los Feliz, right on<br /><br /><b>The space</b><br />Please note: for stays one month or longer there is a mandatory monthly mid stay cleaning of $125 every 2 weeks.<br />This property is offered as a comfortable alternative to a High Rise Hotel . This 2 bedroom 1 bathroom unit is part of a triplex in the heart of Los Feliz, right on Los Feliz Blvd near Griffith Park. Great restaurants in Los Feliz Village, the Observatory, Greek Theatre, golfing, hiking, the LA Zoo, Dodgers Stadium and much more are just minutes away. Near the 5 Freeway. The e",16,100.0,125.0,low
37099557,6,3.0,3.0,"3 Bed and 1.5 Bathroom house close to Pasadena and Downtown LA, located in the heart of San Gabriel Area, very close to Sheraton and Hilton hotel, 5 min. of driving to tons of restaurants, shops and supermarkets, about 10 min. driving to Target,Walmart,Costco,Trader Joe's. Also very close to Dr. office and hospitals like San Gabriel Valley hospital, Methodist hospital and Garfield medical center.<br />About 40 min. driving to LAX, Disneyland, Hollywood,Universal studio,Knotts berry farm and more...<br /><br /><b>The space</b><br />3 Bedroom and 1.5 Bathroom house, each room are with door and lock, Big and functional  living room include rest area and work place, Kitchen is big, can fit everyone while cooking, inside the house nothing needs to be shared, the laundry room it is outside of the house needs to share with other guest.<br /><br /><b>Guest access</b><br />The whole house, front yard and back yard except the guest house.",67,100.0,163.0,high
48203336,3,1.0,2.0,"Situated in prime west LA, this modern, 1st floor 1 bedroom apartment is ideal for anyone looking to be close to the beach and enjoy the west side lifestyle. The bedroom has a double bed. The unit is fully furnished and has all the essentials. All you need to bring is a toothbrush and a change of clothing! Also included is high speed wireless internet and basic cable. Building has an onsite laundry room.  Street parking is available for this unit.",13,99.0,124.0,low
32784011,4,3.0,3.0,• Upper unit 5 blocks to the beach in Santa Monica<br />• 2 bedrooms + Den (which has a full sized bed) <br />• Just 1/2 block to Montana Ave<br />• 1920's Spanish building<br />• Hardwood floors throughout<br />• Just 5 blocks to the beach<br />• Tons of natural light<br />• High ceilings<br />• Garage parking<br />• Steps to Montana Ave<br />• A/C<br /><br /><b>Other things to note</b><br />The 3rd bedroom is small and includes a full size bed.,7,100.0,220.0,high
31742565,2,1.0,1.0,Luxury one bedroom/2 bath apartment on wilshire corridor in a highrise. Only 5 minutes from ucla and westwood and 10 minutes to beverly hills! gorgeous view facing wilshire. 24 hours doorman and security and a parking space.,1,80.0,95.0,low
3738138,4,2.0,3.0,"Hip, newly remodeled apt. in quiet, safe Japanese neighborhood. Bamboo flooring, fully equipped kitchen, jacuzzi bathtub. There is no air conditioning - portable fans are provided as well as portable room heaters.  Walking distance to Pacific Square Shopping Center and to many other Japanese/Asian restaurants and shops.  Drive time of 15-20 minutes from LAX and South Bay beaches.  Within 4 miles of Dignity Health  Sports Park<br /><br /><b>The space</b><br />Sunny two bedroom with ample closet space.  Comfortably sleeps 3-4 guests.  Beautiful bamboo floors. Living room with work desk area, i-Pod dock, flat screen TV with standard reception including Japanese channels and DVD player. Spacious, fully-equipped kitchen. Jacuzzi bathtub.<br /><br /><b>Guest access</b><br />The apartment is fully independent and guests have private access.<br /><br /><b>Other things to note</b><br />Apartment has new carpeting in bedrooms,  bamboo flooring in common areas, a jacuzzi bathtub, a fully equipped",122,100.0,100.0,low
24654009,6,4.0,12.0,"Dolphins watching with 360 Ocean View. Well maintained & Clean. 4bedrooms, 3.5bath. We enjoy family weekends when possible. Bamboo Floors, Viking appliances, Brazilian Blue Granite. Large TV's in all rooms. Wifi, Cable. Private balconies on All levels. <br />One of a kind Rooftop Deck offering 360 views,Catalina island,Santa Monica, Malibu/ Piers, Zuma. Centrally located Close to Restaurants, shops, museums .Lower Deck available (500sq ft) offers also 6 person Jacuzzi overlooking the ocean views.<br /><br /><b>The space</b><br />Easy access to ""Private"" beach.  Just walk under the homes (jacuzzi level).<br /><br /><b>Guest access</b><br />All home is accessible.<br /><br /><b>Other things to note</b><br />No Parties/Events allowed.  Its a quite neighbor friendly atmosphere.  No loud music or disrespecting the tranquility of the neighbors.<br /><br />The jacuzzi is located on the lower deck and it is private for our guests only.<br /><br />Note: <br />Please Note:  Currently the Oven an",118,100.0,916.0,high
45974911,7,2.0,3.0,"NEW Modern/ Chic Condo, in CENTRAL HOLLYWOOD, walk everywhere!<br />- Brand new building finished in December 2018<br />- WALK SCORE 99! 1000's of restaurants, shops, bars, clubs, and of course, the hottest tourist attractions!<br />- 1 KING BED, 2 FULL BEDS<br />- FULL KITCHEN with cooking appliances, coffee maker, etc<br />- Professionally cleaned<br />- 55"" Ultra HDTV Flat screen with Roku TV<br />- High Speed WIFI w/ Fiberoptic connection.  Up to 200M<br />- Free Parking Space included in secure garage underneath building<br /><br /><b>The space</b><br />This is one of the newest condos in town! All brand new building opened in December 2018, all brand new interior, appliances, furniture, decor, beds, mattress, furniture... everything brand new!<br /><br />You are literally STEPS from Hollywood Blvd, Highland Blvd, Red Metro Line, and endless restaurants, shops, and tourist hot spots.<br /><br />The beds are comfortable and plush.<br /><br />This is a legitimate and spacious 2 bedr",28,100.0,325.0,high
1292527,2,1.0,1.0,"This Large Private Room w/ En-Suite Bath offers convenience & comfort in the Heart of West Hollywood.  Bright cheery SAFE & QUIET!!<br />Added Amenities on sight Parking or Public transportation 1/2 block away. 10mins to the Walk Of Fame or Beverly Hills! Uber is here in 60 seconds. Great Restaurants, and grocery store all in walking distance. This is a remarkable location.<br /><br /><b>The space</b><br />I live in a three bedroom apt which is very large 1/2 block south of Sunset Bl.  1 mile from Beverly Hills Hotel$ and Restaurants.  Mid-Century Modern, comfortable, lots of Art and photography. Perfect for Business travel, transitioning to the lLos Angeles area or visiting with Family. Great interim place.  I have arranged the 18' x 18' room like a studio apt. This room is HUGE!  It has various amenities which come in handy. A Small refrigerator, dishes, glasses, utensils, coffeemaker, rice cooker. A 16' Mirrored Closet. Hangers, and a small drawer.  Table chairs. desk, microwave. La",111,100.0,73.0,low
51271543,6,2.0,2.0,"We are located 15 minutes away in Panorama City, CA (91402)  <br /><br /><br />Super spacious & cozy loft with vaulted ceilings. Rejuvenate your life in our sun filled home with amazing lighting for those selfies. Everything you need and more is right here. Bedroom 1 downstairs features a double closet with sliding doors and a queen sized bed. Our open loft upstairs features massive California King bed for your comfort while overlooking the living room. Enjoy our fast wifi, free parking, and local walkability",1,98.0,173.0,high
16638682,4,2.0,2.0,"Our unique home is close to the beach, Santa Monica Pier, Main Street shopping & restaurants, and the Venice Boardwalk. Guests have said they love the amazing natural light we get throughout the day, our peaceful garden, the overall coziness and serenity of our home, and the quiet neighborhood. Great for families, couples, or even business travelers; we have everything you need for a peaceful, relaxing stay in Santa Monica.<br /><br /><b>The space</b><br />This is a 1920s Spanish-style home with a lovely garden in an ultra-quiet neighborhood. We are located just outside the hustle and bustle of the iconic Santa Monica Beach & Pier, so you get the best of easy access to numerous  tourist attractions while being able to return to our tranquil and comfortable home during your visit.<br /><br />You'll find our home to be different than other spaces - there is nothing sterile or hotel-like about our home. We have shelves of great books, original artwork on the walls, as well as pottery made",196,100.0,226.0,high
47783264,4,2.0,3.0,"In an effort to abide by new Los Angeles city law guidelines this property requires a 30-night minimum stay, after 21 nights the guest will have 2 options to choose from:<br /><br />1. After 21 nights the guest will need to apply through our application process to continue their reservation in the same unit.<br /><br />OR<br /><br />2. If they do not want to go through the application process they will need to comply with moving into a similar unit after 25- nights due to California tenant rights law.<br /><br /><b>The space</b><br />This spacious, upstairs furnished two bedroom, one bath apartment comes with a Queen bed, 2 Twin beds, and a couch in the living room. It is great for family and friends and can accommodate up to 4 guests.<br /><br />It is located near a lot of tourist attractions such as: The Hollywood Walk of Fame, The Chinese Theatre on Hollywood Blvd., Runyon Canyon, Hollywood Sign, Pink's Hot Dogs, In-N-Out Burger, Roscoes Chicken & Waffles, The Grove, The Original Fa",2,80.0,73.0,low
